"GISJOIN","GISJOIN_T","WHITE","BLACK","AM","ASIAN","OTHER","HISPANIC","POP"
"G1100010006202330","G1100010006202",0,1,0,0,0,0,1
"G1100010006202331","G1100010006202",0,2,0,0,0,0,2
"G1100010006202332","G1100010006202",1,5,0,0,0,4,10
"G1100010006202422","G1100010006202",0,3,0,0,0,0,3
"G1100010006301102","G1100010006301",1015,480,3,22,22,42,1584
"G1100010006301103","G1100010006301",5,479,0,0,0,6,490
"G1100010006301105","G1100010006301",117,3,0,1,1,3,125
"G1100010006301120","G1100010006301",676,762,11,31,31,54,1565
"G1100010006302101","G1100010006302",266,55,1,5,5,23,355
"G1100010006410101","G1100010006410",2,200,0,1,1,0,204
"G1100010006410105","G1100010006410",1,343,1,0,0,2,347
"G1100010006410106","G1100010006410",0,152,0,0,0,1,153
"G1100010006410107","G1100010006410",0,275,0,4,4,4,287
"G1100010006410108","G1100010006410",0,39,0,0,0,0,39
"G1100010006410108A","G1100010006410",3,81,0,0,0,3,87
"G1100010006410109","G1100010006410",14,150,0,0,0,1,165
"G1100010006410109A","G1100010006410",2,99,0,0,0,1,102
"G1100010006410109B","G1100010006410",7,77,0,0,0,11,95
"G1100010006410110","G1100010006410",10,30,0,3,3,0,46
"G1100010006410110A","G1100010006410",2,99,2,0,0,0,103
"G1100010006410110B","G1100010006410",0,98,0,0,0,0,98
"G1100010006410111","G1100010006410",0,97,0,0,0,0,97
"G1100010006410111A","G1100010006410",3,195,0,0,0,1,199
"G1100010006410201","G1100010006410",0,229,0,0,0,0,229
"G1100010006410202","G1100010006410",0,223,7,0,0,10,240
"G1100010006410206","G1100010006410",0,32,0,0,0,1,33
"G1100010006510101","G1100010006510",47,1,0,10,10,1,69
"G1100010006510102","G1100010006510",144,10,1,3,3,8,169
"G1100010006510103","G1100010006510",30,1,0,1,1,3,36
"G1100010006510104","G1100010006510",102,3,0,1,1,0,107
"G1100010006510106","G1100010006510",40,9,0,0,0,0,49
"G1100010006510107","G1100010006510",74,0,0,2,2,2,80
"G1100010006510108","G1100010006510",30,6,0,0,0,2,38
"G1100010006510120","G1100010006510",114,11,0,7,7,3,142
"G1100010006510201","G1100010006510",80,18,1,4,4,0,107
"G1100010006510202","G1100010006510",68,2,0,1,1,0,72
"G1100010006510203","G1100010006510",51,24,0,1,1,1,78
"G1100010006510204","G1100010006510",81,6,0,1,1,2,91
"G1100010006510205","G1100010006510",82,23,0,0,0,11,116
"G1100010006510207","G1100010006510",123,5,0,1,1,4,134
"G1100010006510302","G1100010006510",150,28,0,6,6,3,193
"G1100010006510305","G1100010006510",145,34,0,1,1,0,181
"G1100010006510401","G1100010006510",176,14,0,1,1,10,202
"G1100010006510402","G1100010006510",39,3,0,2,2,1,47
"G1100010006510403","G1100010006510",31,8,0,3,3,0,45
"G1100010006510404","G1100010006510",122,21,0,1,1,1,146
"G1100010006510406","G1100010006510",139,5,1,7,7,2,161
"G1100010006510501","G1100010006510",66,1,0,0,0,0,67
"G1100010006510502","G1100010006510",108,6,0,1,1,2,118
"G11000100066101","G11000100066",125,5,2,1,1,2,136
"G11000100066102","G11000100066",158,30,2,5,5,3,203
"G11000100066103","G11000100066",60,7,0,0,0,1,68
"G11000100066104","G11000100066",73,5,0,2,2,3,85
"G11000100066105","G11000100066",221,15,1,3,3,9,252
"G11000100066106","G11000100066",111,5,0,2,2,12,132
"G11000100066201","G11000100066",38,1,0,0,0,1,40
"G11000100066202","G11000100066",81,3,0,0,0,4,88
"G11000100066203","G11000100066",95,3,1,0,0,1,100
"G11000100066206","G11000100066",41,3,0,1,1,1,47
"G11000100066220","G11000100066",85,8,0,19,19,5,136
"G11000100066301","G11000100066",68,6,1,0,0,1,76
"G11000100066302","G11000100066",145,14,0,2,2,6,169
"G11000100066303","G11000100066",7,0,0,0,0,0,7
"G11000100066306","G11000100066",97,2,0,1,1,0,101
"G11000100066308","G11000100066",93,1,1,3,3,1,102
"G11000100066309","G11000100066",85,1,0,0,0,2,88
"G1100010006710101","G1100010006710",69,116,1,1,1,2,190
"G1100010006710102","G1100010006710",134,90,0,6,6,5,241
"G1100010006710103","G1100010006710",5,0,0,0,0,0,5
"G1100010006710104","G1100010006710",138,96,0,4,4,12,254
"G1100010006710105","G1100010006710",34,165,0,8,8,3,218
"G1100010006710107","G1100010006710",3,13,0,0,0,0,16
"G1100010006710108","G1100010006710",67,62,0,2,2,1,134
"G1100010006710109","G1100010006710",36,16,1,0,0,0,53
"G1100010006710201","G1100010006710",11,14,0,0,0,0,25
"G1100010006710202","G1100010006710",61,19,0,1,1,0,82
"G1100010006710203","G1100010006710",138,20,1,2,2,3,166
"G1100010006710204","G1100010006710",103,34,0,0,0,0,137
"G1100010006710205","G1100010006710",83,31,1,1,1,1,118
"G1100010006710206","G1100010006710",76,32,0,0,0,1,109
"G1100010006710207","G1100010006710",140,25,1,3,3,6,178
"G1100010006710208","G1100010006710",158,34,0,0,0,7,199
"G1100010006710301","G1100010006710",113,90,0,0,0,4,207
"G1100010006710302","G1100010006710",72,20,0,5,5,1,103
"G1100010006710303","G1100010006710",105,12,0,4,4,0,125
"G1100010006710304","G1100010006710",82,18,0,4,4,5,113
"G1100010006710306","G1100010006710",114,29,0,0,0,5,148
"G1100010006710307","G1100010006710",124,18,0,3,3,1,149
"G1100010006710401","G1100010006710",51,3,0,1,1,0,56
"G1100010006710402","G1100010006710",75,26,2,1,1,7,112
"G1100010006710403","G1100010006710",95,10,0,0,0,0,105
"G1100010006710404","G1100010006710",35,4,1,0,0,0,40
"G1100010006710405","G1100010006710",65,20,0,1,1,0,87
"G1100010006710406","G1100010006710",100,21,1,0,0,0,122
"G1100010006710407","G1100010006710",28,3,0,1,1,0,33
"G1100010006801101","G1100010006801",13,206,0,0,0,2,221
"G1100010006801102","G1100010006801",4,196,0,1,1,3,205
"G1100010006801103","G1100010006801",10,120,0,0,0,0,130
"G1100010006801104","G1100010006801",6,211,0,0,0,3,220
"G1100010006801105","G1100010006801",16,114,0,0,0,5,135
"G1100010006801106","G1100010006801",9,159,0,0,0,4,172
"G1100010006801107","G1100010006801",10,146,0,0,0,1,157
"G1100010006801108","G1100010006801",12,134,0,1,1,1,149
"G1100010006801109","G1100010006801",1,37,0,0,0,0,38
"G1100010006801110","G1100010006801",13,175,0,1,1,1,191
"G1100010006801201","G1100010006801",10,158,1,0,0,0,169
"G1100010006801202","G1100010006801",8,68,0,4,4,2,86
"G1100010006801203","G1100010006801",5,97,0,0,0,4,106
"G1100010006801204","G1100010006801",20,197,0,2,2,6,227
"G1100010006801205","G1100010006801",20,103,0,1,1,0,125
"G1100010006801206","G1100010006801",4,78,0,0,0,15,97
"G1100010006802101","G1100010006802",8,83,0,0,0,0,91
"G1100010006802102","G1100010006802",6,197,0,0,0,1,204
"G1100010006802104","G1100010006802",14,195,1,0,0,3,213
"G1100010006802105","G1100010006802",3,133,1,2,2,3,144
"G1100010006802106","G1100010006802",16,123,0,2,2,0,143
"G1100010006802107","G1100010006802",31,111,0,0,0,0,142
"G1100010006802201","G1100010006802",46,130,0,11,11,5,203
"G1100010006802202","G1100010006802",30,169,0,2,2,7,210
"G1100010006802203","G1100010006802",8,167,0,0,0,3,178
"G1100010006802204","G1100010006802",6,98,0,0,0,0,104
"G1100010006802206","G1100010006802",21,79,0,0,0,1,101
"G1100010006802301","G1100010006802",4,31,0,0,0,2,37
"G1100010006802302","G1100010006802",20,108,0,3,3,0,134
"G1100010006802303","G1100010006802",16,101,0,0,0,1,118
"G1100010006802304","G1100010006802",37,123,1,0,0,5,166
"G1100010006802305","G1100010006802",20,89,1,0,0,0,110
"G1100010006802308","G1100010006802",1,73,0,0,0,2,76
"G1100010006804107","G1100010006804",166,2872,9,7,7,118,3179
"G1100010006804108","G1100010006804",0,8,0,0,0,0,8
"G11000100069101","G11000100069",52,129,1,5,5,1,193
"G11000100069102","G11000100069",16,136,1,0,0,1,154
"G11000100069103","G11000100069",22,48,0,2,2,1,75
"G11000100069104","G11000100069",17,271,2,0,0,4,294
"G11000100069105","G11000100069",9,25,0,0,0,5,39
"G11000100069106","G11000100069",7,17,0,0,0,3,27
"G11000100069201","G11000100069",50,93,0,0,0,0,143
"G11000100069202","G11000100069",14,11,0,0,0,0,25
"G11000100069203","G11000100069",7,7,0,0,0,1,15
"G11000100069204","G11000100069",66,107,1,7,7,6,194
"G11000100069205","G11000100069",6,5,0,0,0,0,11
"G11000100069206","G11000100069",12,34,0,0,0,3,49
"G11000100069207","G11000100069",59,55,0,3,3,0,120
"G11000100069208","G11000100069",12,17,0,0,0,0,29
"G11000100069209","G11000100069",26,43,0,1,1,2,73
"G11000100069210","G11000100069",5,40,1,6,6,1,59
"G11000100069301","G11000100069",16,5,0,0,0,0,21
"G11000100069302","G11000100069",112,57,0,1,1,2,173
"G11000100069303","G11000100069",29,1,0,0,0,0,30
"G11000100069304","G11000100069",4,0,5,0,0,0,9
"G11000100069305","G11000100069",44,7,0,0,0,6,57
"G11000100069306","G11000100069",63,43,1,1,1,2,111
"G11000100069307","G11000100069",40,20,0,1,1,1,63
"G11000100069308","G11000100069",56,33,0,0,0,3,92
"G11000100069310","G11000100069",31,9,0,1,1,6,48
"G1100010007010106","G1100010007010",24,0,0,2,2,1,29
"G1100010007010107","G1100010007010",26,4,2,1,1,6,40
"G1100010007010108","G1100010007010",52,16,2,9,9,0,88
"G1100010007010109","G1100010007010",123,23,0,3,3,4,156
"G1100010007010110","G1100010007010",24,1,0,0,0,0,25
"G1100010007010112","G1100010007010",79,24,2,0,0,3,108
"G1100010007010113","G1100010007010",14,2,0,0,0,0,16
"G1100010007010202","G1100010007010",9,1,0,0,0,4,14
"G1100010007010203","G1100010007010",124,26,3,3,3,4,163
"G1100010007010204","G1100010007010",305,95,1,3,3,26,433
"G1100010007010205","G1100010007010",86,65,0,14,14,14,193
"G1100010007010303","G1100010007010",145,11,1,0,0,4,161
"G1100010007010304","G1100010007010",140,20,0,7,7,3,177
"G1100010007010305","G1100010007010",92,26,0,1,1,5,125
"G1100010007010306","G1100010007010",16,18,0,0,0,0,34
"G1100010007010310","G1100010007010",121,78,0,2,2,2,205
"G1100010007010312","G1100010007010",72,41,2,0,0,0,115
"G1100010007010313","G1100010007010",83,21,0,1,1,7,113
"G11000100071101","G11000100071",10,3,0,8,8,0,29
"G11000100071102","G11000100071",49,15,0,5,5,0,74
"G11000100071103","G11000100071",51,100,1,0,0,13,165
"G11000100071104","G11000100071",7,888,8,0,0,12,915
"G11000100071105","G11000100071",6,36,0,0,0,3,45
"G11000100071106","G11000100071",12,67,0,2,2,0,83
"G11000100071107","G11000100071",7,41,1,0,0,1,50
"G11000100071201","G11000100071",37,200,0,1,1,1,240
"G11000100071202","G11000100071",20,37,0,3,3,1,64
"G11000100071203","G11000100071",24,39,0,0,0,6,69
"G11000100071204","G11000100071",6,77,0,0,0,2,85
"G11000100071205","G11000100071",6,58,0,0,0,0,64
"G11000100071206","G11000100071",17,103,0,0,0,11,131
"G11000100071302","G11000100071",4,51,0,5,5,4,69
"G11000100071303","G11000100071",0,204,0,0,0,7,211
"G11000100071304","G11000100071",10,256,0,0,0,1,267
"G11000100071305","G11000100071",40,200,1,0,0,25,266
"G11000100071306","G11000100071",0,73,0,0,0,0,73
"G11000100072102","G11000100072",1,6,0,0,0,0,7
"G11000100072103","G11000100072",0,15,0,0,0,0,15
"G11000100072104","G11000100072",2,71,0,0,0,0,73
"G11000100072105","G11000100072",0,1,0,0,0,0,1
"G11000100072107","G11000100072",0,12,0,0,0,0,12
"G11000100072201","G11000100072",11,293,0,0,0,0,304
"G11000100072202","G11000100072",0,1,0,0,0,0,1
"G11000100072203","G11000100072",0,0,0,0,0,0,0
"G11000100072205","G11000100072",2,50,0,0,0,0,52
"G11000100072206","G11000100072",2,168,1,0,0,0,171
"G11000100072207","G11000100072",1,273,3,1,1,0,279
"G11000100072211","G11000100072",0,73,1,0,0,0,74
"G11000100072301","G11000100072",3,25,0,0,0,0,28
"G11000100072303","G11000100072",0,1,0,0,0,0,1
"G11000100072304","G11000100072",3,10,0,0,0,0,13
"G11000100072306","G11000100072",0,66,0,0,0,0,66
"G11000100072307","G11000100072",0,0,0,0,0,0,0
"G11000100072308","G11000100072",0,110,0,0,0,0,110
"G11000100072310","G11000100072",0,2,0,0,0,0,2
"G11000100072312","G11000100072",0,64,0,0,0,0,64
"G11000100072314","G11000100072",0,51,0,0,0,0,51
"G11000100072315","G11000100072",0,16,0,0,0,0,16
"G11000100072316","G11000100072",0,90,0,0,0,0,90
"G11000100072317","G11000100072",0,66,0,0,0,0,66
"G11000100072318","G11000100072",0,33,0,0,0,0,33
"G11000100072405","G11000100072",3,7,0,0,0,0,10
"G11000100072406","G11000100072",0,0,0,0,0,0,0
"G11000100072407","G11000100072",4,39,0,0,0,1,44
"G11000100072502","G11000100072",7,10,0,0,0,0,17
"G11000100072503B","G11000100072",318,80,0,4,4,13,419
"G11000100072505","G11000100072",1,14,0,0,0,0,15
"G11000100072508","G11000100072",1,57,0,0,0,0,58
"G1100010007301104","G1100010007301",86,32,2,1,1,3,125
"G1100010007301105A","G1100010007301",8,0,0,0,0,0,8
"G1100010007301105B","G1100010007301",40,0,0,0,0,0,40
"G1100010007301105C","G1100010007301",3485,1962,29,284,284,396,6440
"G1100010007301108B","G1100010007301",14,7,0,4,4,0,29
"G1100010007301109","G1100010007301",22,22,0,5,5,14,68
"G1100010007301111","G1100010007301",10,16,0,0,0,3,29
"G1100010007301112","G1100010007301",4,21,0,0,0,0,25
"G1100010007301113","G1100010007301",30,24,0,1,1,5,61
"G1100010007301114","G1100010007301",15,22,0,0,0,8,45
"G1100010007301115","G1100010007301",2,3,0,0,0,0,5
"G1100010007301116","G1100010007301",29,24,0,0,0,4,57
"G1100010007301117","G1100010007301",9,7,0,5,5,0,26
"G1100010007301118","G1100010007301",38,34,0,0,0,10,82
"G1100010007301119","G1100010007301",7,22,0,0,0,0,29
"G1100010007301123","G1100010007301",28,4,0,5,5,3,45
"G1100010007301124","G1100010007301",14,17,0,0,0,0,31
"G1100010007301125","G1100010007301",32,22,0,0,0,4,58
"G1100010007301126","G1100010007301",20,3,0,0,0,0,23
"G1100010007301127","G1100010007301",16,13,0,2,2,6,39
"G1100010007301128","G1100010007301",13,14,0,17,17,1,62
"G1100010007301129","G1100010007301",6,21,0,0,0,2,29
"G1100010007301130","G1100010007301",109,126,1,9,9,20,274
"G1100010007301131","G1100010007301",15,9,0,4,4,9,41
"G1100010007301132","G1100010007301",21,12,0,0,0,0,33
"G1100010007301133","G1100010007301",12,17,0,2,2,0,33
"G1100010007301135","G1100010007301",37,42,0,13,13,10,115
"G1100010007301136","G1100010007301",17,17,0,5,5,9,53
"G1100010007301137","G1100010007301",23,26,0,4,4,1,58
"G1100010007301138","G1100010007301",28,32,0,8,8,1,77
"G1100010007301139","G1100010007301",20,9,0,5,5,2,41
"G1100010007301140","G1100010007301",13,23,1,10,10,4,61
"G1100010007302101","G1100010007302",3,95,0,0,0,6,104
"G1100010007302102","G1100010007302",8,118,1,0,0,0,127
"G1100010007302103","G1100010007302",13,214,0,19,19,4,269
"G1100010007302104","G1100010007302",10,197,0,0,0,0,207
"G1100010007302105","G1100010007302",2,125,0,0,0,4,131
"G1100010007302106","G1100010007302",10,228,1,0,0,0,239
"G1100010007302107","G1100010007302",8,152,0,1,1,0,162
"G1100010007302202","G1100010007302",1,21,0,0,0,0,22
"G1100010007302203","G1100010007302",1,49,0,0,0,0,50
"G1100010007302204","G1100010007302",0,23,0,0,0,0,23
"G1100010007302205","G1100010007302",0,65,0,0,0,1,66
"G1100010007302206","G1100010007302",5,90,0,0,0,0,95
"G1100010007302207","G1100010007302",6,68,0,0,0,0,74
"G1100010007302208","G1100010007302",4,78,0,0,0,0,82
"G1100010007302209","G1100010007302",0,66,0,0,0,0,66
"G1100010007302301","G1100010007302",4,0,0,0,0,0,4
"G1100010007302302","G1100010007302",0,39,0,0,0,0,39
"G1100010007302303","G1100010007302",0,30,0,0,0,0,30
"G1100010007302304","G1100010007302",0,74,0,0,0,0,74
"G1100010007302305","G1100010007302",4,128,0,0,0,1,133
"G1100010007302306","G1100010007302",3,103,0,0,0,4,110
"G1100010007302401","G1100010007302",13,445,5,0,0,2,465
"G1100010007302402","G1100010007302",11,138,0,0,0,0,149
"G1100010007302403","G1100010007302",6,143,0,0,0,0,149
"G1100010007302404","G1100010007302",4,295,0,3,3,0,305
"G1100010007302405","G1100010007302",2,47,0,0,0,0,49
"G1100010007302407","G1100010007302",0,211,0,0,0,5,216
"G1100010007302408","G1100010007302",3,193,0,2,2,0,200
"G1100010007302409","G1100010007302",4,74,0,1,1,0,80
"G1100010007302410","G1100010007302",11,332,0,0,0,4,347
"G1100010007302601","G1100010007302",1,53,0,0,0,0,54
"G1100010007302602","G1100010007302",1,74,0,0,0,0,75
"G1100010007304101","G1100010007304",0,30,0,0,0,0,30
"G1100010007304103","G1100010007304",21,535,1,0,0,2,559
"G1100010007304104","G1100010007304",3,1144,2,0,0,0,1149
"G1100010007304105","G1100010007304",1,224,1,1,1,12,240
"G1100010007304108","G1100010007304",0,137,0,2,2,1,142
"G1100010007304109","G1100010007304",0,242,0,0,0,0,242
"G1100010007304110","G1100010007304",0,126,0,0,0,0,126
"G1100010007304201","G1100010007304",1,210,0,0,0,1,212
"G1100010007304202","G1100010007304",0,55,0,0,0,0,55
"G1100010007304203","G1100010007304",1,184,3,0,0,1,189
"G1100010007304204","G1100010007304",1,146,0,0,0,0,147
"G1100010007304205","G1100010007304",0,141,1,1,1,0,144
"G1100010007304206","G1100010007304",1,107,2,0,0,0,110
"G1100010007304207","G1100010007304",3,100,0,0,0,7,110
"G1100010007304301","G1100010007304",3,99,0,0,0,1,103
"G1100010007304302","G1100010007304",0,38,0,0,0,0,38
"G1100010007304303","G1100010007304",7,45,0,0,0,0,52
"G1100010007304304","G1100010007304",5,296,0,5,5,6,317
"G1100010007304305","G1100010007304",2,49,0,0,0,0,51
"G1100010007304306","G1100010007304",0,464,0,0,0,1,465
"G1100010007308101","G1100010007308",89,610,1,1,1,7,709
"G1100010007308121","G1100010007308",1,0,0,0,0,0,1
"G1100010007401105","G1100010007401",0,20,0,0,0,0,20
"G1100010007401106","G1100010007401",0,0,0,0,0,0,0
"G1100010007401108","G1100010007401",0,68,0,0,0,0,68
"G1100010007401201","G1100010007401",4,97,0,0,0,0,101
"G1100010007401202","G1100010007401",0,155,0,0,0,0,155
"G1100010007401203","G1100010007401",0,371,2,0,0,1,374
"G1100010007401204","G1100010007401",1,141,0,0,0,0,142
"G1100010007401205","G1100010007401",4,572,0,0,0,3,579
"G1100010007401206","G1100010007401",0,488,0,0,0,0,488
"G1100010007401207","G1100010007401",0,61,0,0,0,0,61
"G1100010007401208","G1100010007401",0,61,0,2,2,0,65
"G1100010007401209","G1100010007401",2,472,0,0,0,0,474
"G1100010007401210","G1100010007401",0,47,0,0,0,0,47
"G1100010007401211","G1100010007401",0,3,0,0,0,0,3
"G1100010007401213","G1100010007401",0,108,0,0,0,0,108
"G1100010007404101","G1100010007404",7,1253,1,0,0,0,1261
"G1100010007404102","G1100010007404",0,9,0,0,0,0,9
"G1100010007404104","G1100010007404",1,323,0,0,0,0,324
"G1100010007404105","G1100010007404",0,238,0,0,0,0,238
"G1100010007404106","G1100010007404",0,288,0,0,0,0,288
"G1100010007404201","G1100010007404",0,4,0,0,0,0,4
"G1100010007404202","G1100010007404",1,95,0,0,0,1,97
"G1100010007404203","G1100010007404",2,911,2,0,0,3,918
"G1100010007404204","G1100010007404",0,147,0,0,0,0,147
"G1100010007404205","G1100010007404",0,402,0,1,1,0,404
"G1100010007404206","G1100010007404",0,149,0,0,0,0,149
"G1100010007404208","G1100010007404",0,274,2,0,0,0,276
"G1100010007406401","G1100010007406",0,210,0,0,0,0,210
"G1100010007406402","G1100010007406",2,657,1,0,0,7,667
"G1100010007406403","G1100010007406",4,1515,1,0,0,6,1526
"G1100010007407101","G1100010007407",2,444,1,0,0,0,447
"G1100010007407201","G1100010007407",0,57,0,0,0,1,58
"G1100010007407202","G1100010007407",1,70,0,0,0,8,79
"G1100010007407205","G1100010007407",0,118,0,0,0,1,119
"G1100010007407206","G1100010007407",1,23,0,0,0,0,24
"G1100010007407301","G1100010007407",1,159,0,0,0,0,160
"G1100010007407302","G1100010007407",0,25,0,0,0,0,25
"G1100010007407303","G1100010007407",0,6,0,0,0,0,6
"G1100010007407304","G1100010007407",0,25,0,0,0,0,25
"G1100010007407306","G1100010007407",0,38,0,0,0,0,38
"G1100010007407501","G1100010007407",0,123,0,0,0,0,123
"G1100010007407502","G1100010007407",0,178,0,0,0,4,182
"G1100010007407503","G1100010007407",3,337,0,0,0,1,341
"G1100010007407504","G1100010007407",0,29,0,0,0,0,29
"G1100010007407505","G1100010007407",2,662,0,4,4,4,676
"G1100010007407506","G1100010007407",1,262,1,0,0,1,265
"G1100010007407507","G1100010007407",0,118,0,0,0,0,118
"G1100010007407508","G1100010007407",0,92,0,0,0,1,93
"G1100010007407509","G1100010007407",0,338,0,0,0,2,340
"G1100010007408101","G1100010007408",0,42,0,0,0,0,42
"G1100010007408102","G1100010007408",0,300,0,0,0,0,300
"G1100010007408103","G1100010007408",0,52,0,0,0,0,52
"G1100010007408104","G1100010007408",1,46,0,0,0,0,47
"G1100010007408105","G1100010007408",0,245,0,0,0,0,245
"G1100010007408106","G1100010007408",35,1171,0,0,0,17,1223
"G1100010007408107","G1100010007408",0,240,0,0,0,9,249
"G1100010007408108","G1100010007408",0,65,0,0,0,0,65
"G1100010007408110","G1100010007408",0,37,0,0,0,0,37
"G1100010007408111","G1100010007408",4,548,0,0,0,1,553
"G1100010007408112","G1100010007408",0,255,0,0,0,1,256
"G1100010007409101","G1100010007409",1,420,0,0,0,5,426
"G1100010007409102","G1100010007409",1,279,0,0,0,0,280
"G1100010007409103","G1100010007409",2,223,0,1,1,5,232
"G1100010007409201","G1100010007409",3,536,0,9,9,1,558
"G1100010007409202","G1100010007409",0,260,0,0,0,1,261
"G1100010007409203","G1100010007409",0,48,0,0,0,0,48
"G1100010007409204","G1100010007409",4,168,0,0,0,1,173
"G1100010007409205","G1100010007409",0,160,1,0,0,0,161
"G1100010007409206","G1100010007409",0,316,0,3,3,0,322
"G1100010007409207","G1100010007409",2,307,0,0,0,1,310
"G1100010007409208","G1100010007409",0,181,0,0,0,3,184
"G1100010007409209","G1100010007409",0,37,0,0,0,0,37
"G1100010007430103","G1100010007430",3,1314,1,1,1,8,1328
"G1100010007430104","G1100010007430",1,202,0,1,1,0,205
"G1100010007430105","G1100010007430",0,593,0,0,0,1,594
"G1100010007430106","G1100010007430",1,201,0,0,0,5,207
"G1100010007430107","G1100010007430",0,113,0,3,3,1,120
"G1100010007502101","G1100010007502",25,1046,1,1,1,4,1078
"G1100010007502102","G1100010007502",3,147,0,0,0,0,150
"G1100010007502103","G1100010007502",2,161,0,0,0,0,163
"G1100010007502104","G1100010007502",0,44,0,1,1,0,46
"G1100010007502106","G1100010007502",0,720,1,0,0,1,722
"G1100010007502201","G1100010007502",11,495,0,0,0,1,507
"G1100010007502203","G1100010007502",2,125,3,0,0,0,130
"G1100010007502204","G1100010007502",0,1,0,0,0,0,1
"G1100010007502206","G1100010007502",2,173,0,0,0,0,175
"G1100010007502207","G1100010007502",4,622,1,1,1,5,634
"G1100010007502301","G1100010007502",0,51,0,0,0,0,51
"G1100010007502302","G1100010007502",20,476,0,0,0,21,517
"G1100010007502303","G1100010007502",0,60,0,0,0,0,60
"G1100010007502304","G1100010007502",11,137,5,0,0,8,161
"G1100010007503201","G1100010007503",6,841,0,0,0,7,854
"G1100010007503202","G1100010007503",14,201,0,0,0,1,216
"G1100010007503203","G1100010007503",5,338,0,1,1,9,354
"G1100010007503204","G1100010007503",3,560,0,15,15,1,594
"G1100010007503205","G1100010007503",0,43,0,0,0,0,43
"G1100010007503301","G1100010007503",0,10,0,0,0,0,10
"G1100010007503302","G1100010007503",6,40,0,0,0,1,47
"G1100010007503303","G1100010007503",11,101,0,2,2,0,116
"G1100010007503304","G1100010007503",3,78,0,0,0,0,81
"G1100010007503305","G1100010007503",0,89,0,0,0,0,89
"G1100010007503306","G1100010007503",1,119,0,0,0,2,122
"G1100010007503307","G1100010007503",13,80,0,0,0,0,93
"G1100010007503308","G1100010007503",2,53,0,0,0,0,55
"G1100010007503401","G1100010007503",7,54,0,5,5,0,71
"G1100010007503403","G1100010007503",4,67,0,0,0,1,72
"G1100010007503404","G1100010007503",1,39,0,0,0,0,40
"G1100010007503406","G1100010007503",0,22,0,0,0,0,22
"G1100010007503407","G1100010007503",0,46,0,0,0,0,46
"G1100010007503408","G1100010007503",3,12,0,0,0,2,17
"G1100010007503409","G1100010007503",3,94,0,0,0,0,97
"G1100010007504101","G1100010007504",8,1417,1,4,4,13,1447
"G1100010007504102","G1100010007504",0,18,0,0,0,0,18
"G1100010007504103","G1100010007504",33,152,0,1,1,0,187
"G1100010007504104","G1100010007504",2,120,0,0,0,0,122
"G1100010007504105","G1100010007504",0,300,0,0,0,1,301
"G1100010007504106","G1100010007504",25,28,1,1,1,0,56
"G1100010007504201","G1100010007504",0,176,0,0,0,0,176
"G1100010007504202","G1100010007504",0,221,0,0,0,0,221
"G1100010007504203","G1100010007504",0,33,0,0,0,0,33
"G1100010007504301","G1100010007504",11,102,0,3,3,0,119
"G1100010007601101","G1100010007601",4,20,0,0,0,1,25
"G1100010007601103","G1100010007601",5,50,0,0,0,0,55
"G1100010007601104","G1100010007601",1,66,0,0,0,0,67
"G1100010007601105","G1100010007601",2,66,0,0,0,0,68
"G1100010007601106","G1100010007601",20,75,0,2,2,0,99
"G1100010007601107","G1100010007601",2,298,0,0,0,2,302
"G1100010007601201","G1100010007601",3,64,0,0,0,0,67
"G1100010007601202","G1100010007601",14,59,0,0,0,4,77
"G1100010007601203","G1100010007601",2,77,1,0,0,0,80
"G1100010007601204","G1100010007601",1,109,0,1,1,0,112
"G1100010007601205","G1100010007601",2,108,0,0,0,0,110
"G1100010007601206","G1100010007601",17,70,0,0,0,0,87
"G1100010007601208","G1100010007601",2,110,0,0,0,0,112
"G1100010007601210","G1100010007601",3,8,1,0,0,0,12
"G1100010007601211","G1100010007601",4,13,0,0,0,0,17
"G1100010007601220","G1100010007601",0,44,1,0,0,0,45
"G1100010007601301","G1100010007601",3,83,0,0,0,0,86
"G1100010007601302","G1100010007601",21,152,3,0,0,1,177
"G1100010007601303","G1100010007601",3,75,0,0,0,0,78
"G1100010007601304","G1100010007601",2,79,0,0,0,0,81
"G1100010007601305","G1100010007601",8,147,0,0,0,1,156
"G1100010007601306","G1100010007601",0,43,0,0,0,0,43
"G1100010007601307","G1100010007601",5,79,0,0,0,0,84
"G1100010007601401","G1100010007601",15,147,2,2,2,1,169
"G1100010007601402","G1100010007601",1,210,0,0,0,0,211
"G1100010007601403","G1100010007601",0,108,0,0,0,0,108
"G1100010007601404","G1100010007601",2,220,0,0,0,15,237
"G1100010007601405","G1100010007601",1,151,1,4,4,2,163
"G1100010007601406","G1100010007601",9,153,0,0,0,1,163
"G1100010007601407","G1100010007601",0,43,0,0,0,5,48
"G1100010007601408","G1100010007601",6,79,0,0,0,0,85
"G1100010007601409","G1100010007601",3,15,0,0,0,0,18
"G1100010007601410","G1100010007601",3,211,0,4,4,0,222
"G1100010007601411","G1100010007601",2,42,0,0,0,0,44
"G1100010007601412","G1100010007601",0,10,0,0,0,0,10
"G1100010007601413","G1100010007601",3,381,1,2,2,3,392
"G1100010007601414","G1100010007601",2,81,0,0,0,0,83
"G1100010007601415","G1100010007601",5,34,0,0,0,0,39
"G1100010007601416","G1100010007601",2,194,0,0,0,2,198
