"GISJOIN","GISJOIN_T","WHITE","BLACK","AM","ASIAN","OTHER","HISPANIC","POP"
"G1100010009410106","G1100010009410",4,30,0,0,0,0,34
"G1100010009410107","G1100010009410",3,55,0,0,0,0,58
"G1100010009410108","G1100010009410",1,35,0,0,0,0,36
"G1100010009410109","G1100010009410",2,35,0,1,1,0,39
"G1100010009410110","G1100010009410",7,22,0,0,0,0,29
"G1100010009410111","G1100010009410",4,38,0,0,0,0,42
"G1100010009410112","G1100010009410",3,47,0,0,0,1,51
"G1100010009410113","G1100010009410",0,22,0,0,0,0,22
"G1100010009410114","G1100010009410",6,32,0,0,0,0,38
"G1100010009410115","G1100010009410",0,29,0,0,0,0,29
"G1100010009410116","G1100010009410",0,18,0,0,0,0,18
"G1100010009410117","G1100010009410",0,29,0,0,0,3,32
"G1100010009410118","G1100010009410",11,68,0,0,0,0,79
"G1100010009410119","G1100010009410",0,25,0,0,0,0,25
"G1100010009410201","G1100010009410",2,96,0,0,0,0,98
"G1100010009410202","G1100010009410",0,20,0,0,0,0,20
"G1100010009410204","G1100010009410",0,29,0,0,0,0,29
"G1100010009410207","G1100010009410",0,21,0,0,0,0,21
"G1100010009410208","G1100010009410",47,124,0,2,2,12,187
"G1100010009410209","G1100010009410",0,32,4,0,0,0,36
"G1100010009410211","G1100010009410",7,88,0,0,0,0,95
"G1100010009410213","G1100010009410",5,65,0,0,0,0,70
"G1100010009410215","G1100010009410",1,64,0,0,0,2,67
"G1100010009410301","G1100010009410",3,57,0,1,1,4,66
"G1100010009410302","G1100010009410",0,94,0,0,0,0,94
"G1100010009410303","G1100010009410",6,80,0,0,0,1,87
"G1100010009410304","G1100010009410",4,74,0,0,0,0,78
"G1100010009410305","G1100010009410",5,78,0,0,0,0,83
"G1100010009410306","G1100010009410",0,31,0,2,2,0,35
"G1100010009410307","G1100010009410",1,50,0,4,4,0,59
"G1100010009410308","G1100010009410",0,24,0,0,0,0,24
"G1100010009410309","G1100010009410",2,52,0,0,0,0,54
"G1100010009410310","G1100010009410",3,56,0,0,0,0,59
"G1100010009410311","G1100010009410",5,76,0,0,0,0,81
"G1100010009410312","G1100010009410",0,65,0,0,0,0,65
"G1100010009410313","G1100010009410",0,68,0,0,0,4,72
"G1100010009410314","G1100010009410",7,54,0,0,0,0,61
"G1100010009410401","G1100010009410",1,7,0,0,0,0,8
"G1100010009410402","G1100010009410",0,25,0,0,0,0,25
"G1100010009410403","G1100010009410",5,42,0,0,0,0,47
"G1100010009410404","G1100010009410",2,34,0,0,0,0,36
"G1100010009410405","G1100010009410",2,28,0,0,0,2,32
"G1100010009410406","G1100010009410",5,83,0,0,0,0,88
"G1100010009410407","G1100010009410",2,32,1,1,1,0,37
"G1100010009410408","G1100010009410",2,71,0,0,0,0,73
"G1100010009410409","G1100010009410",0,43,0,0,0,0,43
"G1100010009410410","G1100010009410",1,49,0,0,0,1,51
"G1100010009410411","G1100010009410",0,35,1,0,0,0,36
"G1100010009410412","G1100010009410",2,48,0,0,0,0,50
"G1100010009410413","G1100010009410",3,60,0,0,0,3,66
"G1100010009410415","G1100010009410",3,47,0,2,2,0,54
"G1100010009410416","G1100010009410",10,75,0,0,0,0,85
"G1100010009410417","G1100010009410",4,94,0,0,0,0,98
"G1100010009410418","G1100010009410",1,28,2,0,0,1,32
"G1100010009410501","G1100010009410",1,76,0,0,0,3,80
"G1100010009410502","G1100010009410",2,42,0,0,0,0,44
"G1100010009410503","G1100010009410",0,78,0,0,0,0,78
"G1100010009410506","G1100010009410",1,24,0,0,0,0,25
"G1100010009410507","G1100010009410",1,14,0,0,0,0,15
"G1100010009410508","G1100010009410",0,263,0,0,0,3,266
"G1100010009410509","G1100010009410",0,0,0,0,0,0,0
"G1100010009410601","G1100010009410",17,116,0,0,0,1,134
"G1100010009410602","G1100010009410",2,66,0,0,0,0,68
"G1100010009410603","G1100010009410",5,14,0,0,0,0,19
"G1100010009410606","G1100010009410",4,32,0,0,0,0,36
"G1100010009410607","G1100010009410",0,62,0,0,0,0,62
"G1100010009410608","G1100010009410",2,89,0,1,1,0,93
"G1100010009410609","G1100010009410",6,103,0,0,0,0,109
"G1100010009410610","G1100010009410",12,101,0,1,1,6,121
"G1100010009410611","G1100010009410",6,259,0,0,0,6,271
"G1100010009410612","G1100010009410",0,23,2,0,0,0,25
"G1100010009410619","G1100010009410",0,9,0,0,0,0,9
"G1100010009410620","G1100010009410",1,99,0,0,0,0,100
"G1100010009410632","G1100010009410",3,49,0,0,0,0,52
"G1100010009501101","G1100010009501",2,110,1,0,0,7,120
"G1100010009501103","G1100010009501",67,274,0,7,7,6,361
"G1100010009501104","G1100010009501",1,47,0,0,0,0,48
"G1100010009501105","G1100010009501",5,721,9,3,3,14,755
"G1100010009501106","G1100010009501",2,173,0,0,0,0,175
"G1100010009501107","G1100010009501",3,162,0,2,2,0,169
"G1100010009501108","G1100010009501",5,336,2,7,7,5,362
"G1100010009501202","G1100010009501",1554,145,8,27,27,97,1858
"G1100010009501203","G1100010009501",0,0,0,0,0,7,7
"G1100010009501206","G1100010009501",195,25,0,2,2,12,236
"G1100010009501301","G1100010009501",1,25,0,0,0,0,26
"G1100010009501302","G1100010009501",4,62,0,0,0,1,67
"G1100010009501303","G1100010009501",11,84,1,6,6,0,108
"G1100010009501304","G1100010009501",185,163,0,7,7,6,368
"G1100010009501305","G1100010009501",13,165,0,2,2,5,187
"G1100010009501306","G1100010009501",1,52,1,3,3,0,60
"G1100010009501307","G1100010009501",3,70,0,0,0,0,73
"G1100010009501308","G1100010009501",8,69,0,1,1,3,82
"G1100010009501309","G1100010009501",2,85,0,2,2,0,91
"G1100010009501401","G1100010009501",2,219,3,2,2,1,229
"G1100010009501402","G1100010009501",2,88,0,0,0,4,94
"G1100010009501405","G1100010009501",0,89,0,0,0,0,89
"G1100010009501407","G1100010009501",0,57,0,0,0,0,57
"G1100010009501420","G1100010009501",11,302,0,0,0,2,315
"G1100010009503101","G1100010009503",9,87,0,0,0,0,96
"G1100010009503102","G1100010009503",0,117,0,0,0,0,117
"G1100010009503103","G1100010009503",10,185,0,1,1,0,197
"G1100010009503104","G1100010009503",0,76,0,3,3,0,82
"G1100010009503105","G1100010009503",0,100,0,0,0,0,100
"G1100010009503106","G1100010009503",2,116,0,0,0,0,118
"G1100010009503107","G1100010009503",47,271,0,2,2,3,325
"G1100010009503108","G1100010009503",4,45,0,0,0,0,49
"G1100010009503109","G1100010009503",15,85,0,0,0,0,100
"G1100010009503110","G1100010009503",1,29,0,0,0,0,30
"G1100010009503111","G1100010009503",12,67,0,1,1,3,84
"G1100010009503112","G1100010009503",17,66,0,0,0,0,83
"G1100010009503113","G1100010009503",8,85,0,0,0,5,98
"G1100010009503114","G1100010009503",1,74,0,0,0,0,75
"G1100010009503116","G1100010009503",8,72,1,0,0,0,81
"G1100010009503201","G1100010009503",11,83,0,4,4,1,103
"G1100010009503202","G1100010009503",4,30,0,0,0,0,34
"G1100010009503203","G1100010009503",14,57,0,0,0,1,72
"G1100010009503204","G1100010009503",6,88,0,0,0,0,94
"G1100010009503205","G1100010009503",17,67,0,1,1,3,89
"G1100010009503206","G1100010009503",1,7,0,0,0,0,8
"G1100010009503207","G1100010009503",7,39,0,0,0,0,46
"G1100010009503301","G1100010009503",107,78,2,5,5,16,213
"G1100010009503302","G1100010009503",1,19,0,0,0,0,20
"G1100010009503303","G1100010009503",0,96,0,1,1,0,98
"G1100010009503304","G1100010009503",5,67,0,0,0,5,77
"G1100010009503305","G1100010009503",1,28,0,0,0,0,29
"G1100010009503402","G1100010009503",21,3,0,0,0,0,24
"G1100010009503403","G1100010009503",21,0,0,0,0,0,21
"G1100010009503404","G1100010009503",14,68,0,1,1,1,85
"G1100010009503405","G1100010009503",8,68,0,0,0,0,76
"G1100010009503406","G1100010009503",7,43,0,0,0,0,50
"G1100010009503407","G1100010009503",8,77,0,0,0,4,89
"G1100010009503501","G1100010009503",5,46,0,0,0,0,51
"G1100010009503502","G1100010009503",8,43,0,0,0,1,52
"G1100010009503505","G1100010009503",7,80,0,0,0,1,88
"G1100010009503507","G1100010009503",3,21,0,0,0,0,24
"G1100010009503508","G1100010009503",10,24,0,0,0,1,35
"G1100010009503509","G1100010009503",0,22,0,0,0,0,22
"G1100010009503510","G1100010009503",13,87,0,0,0,0,100
"G1100010009505101","G1100010009505",17,179,1,6,6,1,210
"G1100010009505102","G1100010009505",1,53,0,0,0,0,54
"G1100010009505103","G1100010009505",0,27,0,0,0,0,27
"G1100010009505104","G1100010009505",5,60,0,0,0,0,65
"G1100010009505105","G1100010009505",5,99,0,0,0,0,104
"G1100010009505106","G1100010009505",5,71,0,0,0,0,76
"G1100010009505202","G1100010009505",3,111,0,4,4,0,122
"G1100010009505203","G1100010009505",6,82,2,2,2,0,94
"G1100010009505204","G1100010009505",7,106,0,0,0,0,113
"G1100010009505205","G1100010009505",42,140,0,0,0,8,190
"G1100010009505206","G1100010009505",0,8,0,0,0,0,8
"G1100010009505207","G1100010009505",0,4,0,0,0,0,4
"G1100010009505209","G1100010009505",0,42,0,0,0,0,42
"G1100010009505210","G1100010009505",1,20,0,3,3,0,27
"G1100010009505211","G1100010009505",0,12,0,0,0,0,12
"G1100010009505212","G1100010009505",4,39,0,0,0,0,43
"G1100010009505213","G1100010009505",4,6,0,0,0,0,10
"G1100010009505214","G1100010009505",0,11,0,0,0,0,11
"G1100010009505301","G1100010009505",0,13,0,0,0,3,16
"G1100010009505302","G1100010009505",6,151,0,0,0,5,162
"G1100010009505303","G1100010009505",1,11,0,0,0,0,12
"G1100010009505304","G1100010009505",1,71,0,0,0,0,72
"G1100010009505305","G1100010009505",0,19,0,0,0,0,19
"G1100010009505306","G1100010009505",0,59,0,0,0,0,59
"G1100010009505402","G1100010009505",3,176,0,1,1,0,181
"G1100010009505403","G1100010009505",0,40,0,0,0,4,44
"G1100010009505404","G1100010009505",9,22,0,1,1,0,33
"G1100010009505405","G1100010009505",1,187,1,0,0,1,190
"G1100010009505501","G1100010009505",0,110,0,0,0,0,110
"G1100010009505502","G1100010009505",0,48,0,0,0,0,48
"G1100010009505503","G1100010009505",1,75,0,0,0,0,76
"G1100010009505504","G1100010009505",1,93,0,0,0,0,94
"G1100010009505505","G1100010009505",2,120,0,1,1,1,125
"G1100010009505507","G1100010009505",2,68,0,0,0,0,70
"G1100010009505508","G1100010009505",2,50,0,0,0,0,52
"G1100010009505509","G1100010009505",2,173,0,1,1,5,182
"G1100010009505510","G1100010009505",1,79,1,0,0,10,91
"G1100010009505601","G1100010009505",5,29,0,0,0,0,34
"G1100010009505602","G1100010009505",0,44,0,0,0,0,44
"G1100010009505603","G1100010009505",1,24,0,0,0,0,25
"G1100010009505604","G1100010009505",1,41,0,0,0,1,43
"G1100010009505605","G1100010009505",1,40,0,1,1,0,43
"G1100010009505606","G1100010009505",3,55,0,0,0,0,58
"G1100010009505607","G1100010009505",2,32,0,0,0,0,34
"G1100010009505611","G1100010009505",0,19,0,0,0,0,19
"G1100010009507101","G1100010009507",4,287,0,0,0,4,295
"G1100010009507102","G1100010009507",1,102,1,0,0,0,104
"G1100010009507103","G1100010009507",4,342,0,0,0,5,351
"G1100010009507105","G1100010009507",3,168,0,0,0,0,171
"G1100010009507106","G1100010009507",5,248,0,2,2,0,257
"G1100010009507107","G1100010009507",2,74,0,0,0,0,76
"G1100010009507108","G1100010009507",0,14,0,0,0,0,14
"G1100010009507109","G1100010009507",0,106,0,0,0,0,106
"G1100010009507110","G1100010009507",0,3,0,0,0,0,3
"G1100010009507112","G1100010009507",0,144,2,0,0,0,146
"G1100010009507113","G1100010009507",4,155,0,0,0,1,160
"G1100010009508201","G1100010009508",0,16,0,0,0,0,16
"G1100010009508202","G1100010009508",11,39,0,0,0,0,50
"G1100010009508203","G1100010009508",2,61,0,0,0,7,70
"G1100010009508204","G1100010009508",3,364,1,0,0,0,368
"G1100010009508205","G1100010009508",7,406,1,2,2,2,420
"G1100010009508206","G1100010009508",2,93,0,1,1,0,97
"G1100010009508207","G1100010009508",4,121,0,0,0,0,125
"G1100010009508208","G1100010009508",7,291,0,0,0,4,302
"G1100010009508209","G1100010009508",0,87,1,0,0,0,88
"G1100010009508301","G1100010009508",0,56,0,0,0,0,56
"G1100010009508302","G1100010009508",2,74,0,0,0,0,76
"G1100010009508303","G1100010009508",3,95,0,1,1,0,100
"G1100010009508304","G1100010009508",1,155,2,0,0,1,159
"G1100010009508305","G1100010009508",2,102,0,0,0,0,104
"G1100010009508306","G1100010009508",2,283,1,0,0,0,286
"G1100010009508307","G1100010009508",3,71,0,0,0,0,74
"G1100010009508308","G1100010009508",3,70,0,0,0,0,73
"G1100010009508402","G1100010009508",4,210,0,0,0,0,214
"G1100010009508403","G1100010009508",1,99,1,0,0,0,101
"G1100010009508408","G1100010009508",0,207,0,0,0,0,207
"G1100010009508409","G1100010009508",1,95,0,2,2,0,100
"G1100010009509101","G1100010009509",3,183,0,0,0,0,186
"G1100010009509102","G1100010009509",4,136,0,0,0,4,144
"G1100010009509103","G1100010009509",0,143,0,0,0,0,143
"G1100010009509104","G1100010009509",1,161,0,0,0,0,162
"G1100010009509105","G1100010009509",3,112,0,0,0,0,115
"G1100010009509106","G1100010009509",0,47,0,0,0,0,47
"G1100010009509107","G1100010009509",1,153,0,0,0,0,154
"G1100010009509108","G1100010009509",13,225,4,0,0,0,242
"G1100010009509201","G1100010009509",0,84,0,0,0,0,84
"G1100010009509202","G1100010009509",0,72,0,0,0,1,73
"G1100010009509203","G1100010009509",1,65,0,0,0,0,66
"G1100010009509204","G1100010009509",1,41,0,0,0,0,42
"G1100010009509205","G1100010009509",2,45,0,0,0,0,47
"G1100010009509206","G1100010009509",2,129,3,0,0,0,134
"G1100010009509207","G1100010009509",3,105,1,3,3,2,117
"G1100010009509208","G1100010009509",4,82,0,0,0,0,86
"G1100010009509209","G1100010009509",9,148,0,3,3,0,163
"G1100010009509210","G1100010009509",10,94,0,7,7,0,118
"G1100010009509211","G1100010009509",4,128,0,0,0,1,133
"G1100010009509212","G1100010009509",4,131,0,0,0,0,135
"G1100010009509801","G1100010009509",1,114,1,0,0,0,116
"G1100010009509802","G1100010009509",0,140,0,4,4,5,153
"G1100010009509803","G1100010009509",2,168,1,0,0,0,171
"G1100010009509804","G1100010009509",5,437,0,0,0,7,449
"G1100010009540301","G1100010009540",21,27,0,0,0,0,48
"G1100010009540302","G1100010009540",2,9,0,0,0,0,11
"G1100010009540304","G1100010009540",5,45,0,4,4,6,64
"G1100010009540305","G1100010009540",10,56,0,0,0,0,66
"G1100010009540306","G1100010009540",12,38,0,0,0,6,56
"G1100010009540307","G1100010009540",20,47,0,1,1,0,69
"G1100010009540401","G1100010009540",5,36,0,0,0,0,41
"G1100010009540402","G1100010009540",26,70,3,0,0,5,104
"G1100010009540403","G1100010009540",0,16,0,0,0,6,22
"G1100010009540404","G1100010009540",31,28,0,0,0,2,61
"G1100010009540405","G1100010009540",36,43,1,4,4,0,88
"G1100010009540406","G1100010009540",40,56,0,6,6,4,112
"G1100010009540501","G1100010009540",7,42,0,0,0,0,49
"G1100010009540502","G1100010009540",15,23,0,0,0,0,38
"G1100010009540503","G1100010009540",17,29,0,0,0,0,46
"G1100010009540504","G1100010009540",0,15,0,0,0,0,15
"G1100010009540505","G1100010009540",71,75,1,7,7,1,162
"G1100010009540506","G1100010009540",27,60,0,5,5,6,103
"G1100010009540601","G1100010009540",46,72,0,0,0,1,119
"G1100010009540602","G1100010009540",20,81,0,1,1,3,106
"G1100010009540603","G1100010009540",31,98,0,0,0,2,131
"G1100010009540604","G1100010009540",30,49,0,1,1,2,83
"G1100010009540605","G1100010009540",34,86,0,4,4,4,132
"G1100010009540606","G1100010009540",102,177,0,0,0,21,300
"G1100010009540701","G1100010009540",135,833,0,21,21,9,1019
"G1100010009540703","G1100010009540",20,42,1,2,2,2,69
"G1100010009540704","G1100010009540",11,56,0,1,1,1,70
"G1100010009540705","G1100010009540",16,46,0,1,1,0,64
"G1100010009540706","G1100010009540",5,30,0,0,0,0,35
"G1100010009601101","G1100010009601",0,186,1,0,0,0,187
"G1100010009601102","G1100010009601",11,57,0,0,0,0,68
"G1100010009601103","G1100010009601",0,60,0,0,0,0,60
"G1100010009601104","G1100010009601",0,53,0,0,0,0,53
"G1100010009601106","G1100010009601",0,101,0,0,0,0,101
"G1100010009601108","G1100010009601",0,46,0,0,0,0,46
"G1100010009601109","G1100010009601",0,32,0,0,0,0,32
"G1100010009601110","G1100010009601",2,58,0,0,0,0,60
"G1100010009601111","G1100010009601",0,63,4,0,0,0,67
"G1100010009601112","G1100010009601",0,6,0,0,0,0,6
"G1100010009601117","G1100010009601",0,3,0,0,0,0,3
"G1100010009601118","G1100010009601",2,65,0,0,0,0,67
"G1100010009601121","G1100010009601",0,64,0,0,0,0,64
"G1100010009601201","G1100010009601",0,2,0,0,0,0,2
"G1100010009601202","G1100010009601",0,28,0,0,0,0,28
"G1100010009601203","G1100010009601",0,51,0,0,0,0,51
"G1100010009601206","G1100010009601",0,23,0,0,0,0,23
"G1100010009601207","G1100010009601",0,37,0,0,0,0,37
"G1100010009601208","G1100010009601",1,39,0,0,0,0,40
"G1100010009601209","G1100010009601",0,52,0,1,1,0,54
"G1100010009601210","G1100010009601",0,48,0,0,0,0,48
"G1100010009601211","G1100010009601",0,29,0,0,0,0,29
"G1100010009601212","G1100010009601",0,31,0,0,0,0,31
"G1100010009601214","G1100010009601",0,116,1,0,0,0,117
"G1100010009601215","G1100010009601",0,74,0,0,0,0,74
"G1100010009601216","G1100010009601",0,37,0,0,0,0,37
"G1100010009601218","G1100010009601",0,11,0,0,0,0,11
"G1100010009601219","G1100010009601",0,3,0,1,1,0,5
"G1100010009602302","G1100010009602",0,100,0,0,0,0,100
"G1100010009602309","G1100010009602",11,2356,1,0,0,4,2372
"G1100010009603101","G1100010009603",0,58,1,0,0,0,59
"G1100010009603102","G1100010009603",2,253,6,1,1,0,263
"G1100010009603103","G1100010009603",0,61,5,0,0,3,69
"G1100010009603104","G1100010009603",2,107,0,0,0,2,111
"G1100010009603105","G1100010009603",1,99,0,0,0,6,106
"G1100010009603106","G1100010009603",0,186,0,1,1,0,188
"G1100010009603108","G1100010009603",0,148,0,0,0,5,153
"G1100010009603109","G1100010009603",6,694,3,0,0,1,704
"G1100010009603202","G1100010009603",0,173,0,1,1,3,178
"G1100010009603203","G1100010009603",2,68,0,0,0,0,70
"G1100010009603204","G1100010009603",0,59,0,0,0,1,60
"G1100010009603205","G1100010009603",1,194,0,0,0,0,195
"G1100010009603206","G1100010009603",1,202,0,0,0,0,203
"G1100010009603207","G1100010009603",0,35,0,1,1,0,37
"G1100010009603210","G1100010009603",0,32,0,0,0,0,32
"G1100010009603301","G1100010009603",2,284,0,0,0,3,289
"G1100010009603302","G1100010009603",0,75,0,0,0,1,76
"G1100010009603303","G1100010009603",0,44,0,0,0,0,44
"G1100010009603306","G1100010009603",1,90,1,0,0,0,92
"G1100010009603322","G1100010009603",3,108,0,0,0,2,113
"G1100010009603323","G1100010009603",3,284,0,0,0,3,290
"G1100010009604402","G1100010009604",1,171,0,0,0,0,172
"G1100010009604403","G1100010009604",0,122,0,0,0,3,125
"G1100010009604404","G1100010009604",2,177,0,0,0,3,182
"G1100010009604405","G1100010009604",1,254,0,0,0,0,255
"G1100010009604406","G1100010009604",0,116,0,1,1,1,119
"G1100010009604407","G1100010009604",0,111,1,0,0,0,112
"G1100010009604408","G1100010009604",6,108,0,0,0,0,114
"G1100010009604409","G1100010009604",0,168,0,0,0,0,168
"G1100010009604410","G1100010009604",0,101,0,0,0,3,104
"G1100010009604502","G1100010009604",0,111,0,0,0,8,119
"G1100010009604503","G1100010009604",1,101,0,0,0,0,102
"G1100010009604504","G1100010009604",1,105,0,0,0,0,106
"G1100010009604505","G1100010009604",1,135,0,0,0,0,136
"G1100010009604506","G1100010009604",0,141,0,0,0,0,141
"G1100010009604507","G1100010009604",0,192,1,0,0,0,193
"G1100010009604508","G1100010009604",0,38,0,0,0,0,38
"G1100010009604509","G1100010009604",0,30,0,0,0,0,30
"G1100010009604520","G1100010009604",0,49,0,0,0,0,49
"G11000100097101","G11000100097",0,47,0,0,0,0,47
"G11000100097102","G11000100097",0,788,2,0,0,4,794
"G11000100097103","G11000100097",3,1390,3,0,0,4,1400
"G11000100097104","G11000100097",0,180,0,0,0,0,180
"G11000100097106","G11000100097",0,178,0,0,0,3,181
"G11000100097107","G11000100097",0,104,0,0,0,0,104
"G11000100097108","G11000100097",0,172,0,0,0,0,172
"G11000100097109","G11000100097",0,206,0,0,0,0,206
"G11000100097201","G11000100097",4,1314,5,2,2,3,1330
"G1100010009803201","G1100010009803",2,140,0,0,0,0,142
"G1100010009803202","G1100010009803",1,127,0,0,0,0,128
"G1100010009803203","G1100010009803",0,45,0,0,0,3,48
"G1100010009803204","G1100010009803",0,115,0,0,0,0,115
"G1100010009803205","G1100010009803",0,70,0,0,0,0,70
"G1100010009803206","G1100010009803",2,87,0,0,0,3,92
"G1100010009803207","G1100010009803",0,229,0,1,1,5,236
"G1100010009803301","G1100010009803",8,309,1,0,0,0,318
"G1100010009803302","G1100010009803",5,136,0,2,2,1,146
"G1100010009803303","G1100010009803",1,275,0,0,0,3,279
"G1100010009803304","G1100010009803",0,170,0,0,0,6,176
"G1100010009803305","G1100010009803",7,334,0,0,0,6,347
"G1100010009803306","G1100010009803",2,47,0,0,0,0,49
"G1100010009803401","G1100010009803",2,109,0,0,0,0,111
"G1100010009803402","G1100010009803",3,125,0,0,0,0,128
"G1100010009803403","G1100010009803",3,195,0,2,2,2,204
"G1100010009803404","G1100010009803",0,60,0,0,0,0,60
"G1100010009803405","G1100010009803",0,83,0,0,0,2,85
"G1100010009803406","G1100010009803",1,76,0,0,0,0,77
"G1100010009804101","G1100010009804",6,416,3,3,3,2,433
"G1100010009804102","G1100010009804",1,1607,0,1,1,10,1620
"G1100010009804103","G1100010009804",0,74,0,0,0,0,74
"G1100010009804104","G1100010009804",0,46,0,0,0,0,46
"G1100010009804105","G1100010009804",0,113,0,0,0,0,113
"G1100010009804106","G1100010009804",2,112,0,1,1,0,116
